Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad,id,agegroup,weekday_name,month_name,hour
56.39,29.0,64267.88,221.98,Visionary asymmetric encryption,Angelhaven,1,Portugal,2016-06-16 02:01:24,1,8976,21-30,Thursday,June,2
37.45,39.0,48335.2,258.62,Cloned object-oriented benchmark,Westshire,0,Micronesia,2016-05-08 22:24:27,1,8977,31-40,Sunday,May,22
68.01,51.0,74535.94,130.41,Extended context-sensitive monitoring,New Thomas,1,Togo,2016-01-31 05:12:44,1,8978,51-60,Sunday,January,5
65.77,26.0,46033.73,228.78,Synchronized user-facing core,East Kevinbury,1,Liechtenstein,2016-05-19 11:16:59,0,8979,21-30,Thursday,May,11
60.23,33.0,53431.35,163.48,Compatible composite project,Taylorhaven,1,Australia,2016-04-18 21:07:28,1,8980,31-40,Monday,April,21
46.14,52.0,73049.3,209.72,Polarized clear-thinking budgetary management,North Daniel,1,Finland,2016-06-16 02:01:24,1,8981,51-60,Thursday,June,2
37.45,31.0,61840.26,212.87,Intuitive radical forecast,North Katie,1,Serbia,2016-03-18 13:00:12,0,8982,31-40,Friday,March,13
52.68,39.0,31281.01,207.17,User-friendly client-server instruction set,West Angelabury,1,Albania,2016-05-19 11:16:59,0,8983,31-40,Thursday,May,11
89.05,50.0,43778.88,122.31,Ameliorated discrete extranet,North Kimberly,0,Bangladesh,2016-04-09 09:26:39,1,8984,41-50,Saturday,April,9
55.6,20.0,38609.2,167.22,Virtual scalable secured line,Whiteport,0,South Africa,2016-06-11 06:47:55,0,8985,<20,Saturday,June,6
51.87,35.0,23410.75,236.87,Robust uniform framework,Wrightburgh,0,Papua New Guinea,2016-07-18 01:36:37,0,8987,31-40,Monday,July,1
35.61,28.0,67132.46,129.31,Vision-oriented attitude-oriented Internet solution,Karenmouth,0,Taiwan,2016-06-20 14:20:52,0,8988,21-30,Monday,June,14
55.6,35.0,42993.48,236.87,Optional multi-state hardware,New Rebecca,0,Dominican Republic,2016-03-18 13:22:35,1,8989,31-40,Friday,March,13
44.4,32.0,69481.85,190.05,Profound maximized workforce,Hernandezside,0,Lebanon,2016-06-09 21:43:05,1,8990,31-40,Thursday,June,21
59.05,22.0,63363.04,121.07,Customizable modular Internet solution,Combsstad,1,Eritrea,2016-07-03 04:11:40,0,8991,21-30,Sunday,July,4
36.08,45.0,59610.81,137.24,Enhanced homogeneous moderator,Wintersfort,1,Maldives,2016-06-16 02:01:24,1,8992,41-50,Thursday,June,2
82.07,43.0,57868.44,163.48,Reverse-engineered maximized focus group,Port Jeffrey,0,Turkey,2016-02-20 20:47:05,1,8993,41-50,Saturday,February,20
37.0,32.0,55424.24,172.83,Managed 6thgeneration hierarchy,Reyesfurt,1,Bolivia,2016-05-08 10:25:08,0,8994,31-40,Sunday,May,10
81.98,51.0,41547.62,178.92,Adaptive contextually-based methodology,Edwardmouth,1,Indonesia,2016-01-31 05:12:44,0,8995,51-60,Sunday,January,5
40.04,28.0,71222.4,217.37,Centralized logistical secured line,Lake Gerald,0,American Samoa,2016-02-29 23:56:06,0,8996,21-30,Monday,February,23
71.9,39.0,74623.27,204.79,Intuitive exuding service-desk,West Aprilport,0,Venezuela,2016-01-03 07:13:53,0,8997,31-40,Sunday,January,7
49.21,30.0,74903.41,248.12,Front-line actuating functionalities,Olsonside,1,Gibraltar,2016-03-23 21:06:51,0,8998,21-30,Wednesday,March,21
84.76,30.0,57877.15,172.83,Public-key bi-directional Graphical User Interface,Reyesfurt,0,Bahamas,2016-06-29 10:50:45,0,8999,21-30,Wednesday,June,10
81.58,26.0,63363.04,131.68,Optional secondary access,East Kevinbury,1,Eritrea,2016-01-05 16:26:44,1,9000,21-30,Tuesday,January,16
89.71,26.0,68030.18,149.79,Managed client-server access,East Kevinbury,1,American Samoa,2016-02-01 14:37:34,1,9001,21-30,Monday,February,14
74.59,42.0,60514.05,243.61,Innovative interactive portal,Lake Jennifer,0,Czech Republic,2016-04-06 11:24:21,1,9002,41-50,Wednesday,April,11
40.17,26.0,62669.59,228.78,Persistent even-keeled application,Shawnside,1,Saint Pierre and Miquelon,2016-07-04 11:03:49,0,9003,21-30,Monday,July,11
41.73,28.0,70324.8,207.17,Horizontal heuristic support,Wendyton,0,Ghana,2016-06-21 14:32:32,0,9004,21-30,Tuesday,June,14
59.22,49.0,39031.89,195.69,Organic logistical adapter,West Brandonton,1,Australia,2016-04-04 20:01:12,1,9005,41-50,Monday,April,20
59.64,31.0,59886.58,207.17,Optional full-range projection,West Angelabury,1,Singapore,2016-01-16 17:56:05,0,9006,31-40,Saturday,January,17
65.07,22.0,64564.07,187.76,Customer-focused multi-tasking Internet solution,Millerfort,1,Croatia,2016-01-05 09:42:22,1,9007,21-30,Tuesday,January,9
82.07,22.0,63363.04,136.21,Customizable modular Internet solution,South George,1,Eritrea,2016-07-03 04:11:40,0,9008,21-30,Sunday,July,4
54.47,32.0,69481.85,178.92,Up-sized 6thgeneration moratorium,Ryanhaven,1,Serbia,2016-01-09 03:45:19,0,9009,31-40,Saturday,January,3
82.07,22.0,31215.88,176.98,Multi-tiered multi-state moderator,North Angelatown,0,Saudi Arabia,2016-02-10 06:37:56,1,9010,21-30,Wednesday,February,6
80.3,49.0,45632.51,168.34,Streamlined homogeneous analyzer,West Brandonton,0,Eritrea,2016-04-04 20:01:12,1,9011,41-50,Monday,April,20
42.04,27.0,55901.12,193.29,Extended analyzing emulation,Jordantown,0,Switzerland,2016-06-17 20:18:27,0,9012,21-30,Friday,June,20
66.08,52.0,33951.63,235.35,Multi-tiered mobile encoding,Silvaton,0,United States of America,2016-07-03 04:11:40,0,9013,51-60,Sunday,July,4
39.36,42.0,60514.05,243.61,Innovative interactive portal,Hubbardmouth,1,Czech Republic,2016-04-06 11:24:21,1,9014,41-50,Wednesday,April,11
47.74,36.0,32549.95,109.07,Upgradable optimizing toolset,Sandraland,1,Qatar,2016-05-08 10:25:08,0,9015,31-40,Sunday,May,10
80.3,49.0,45632.51,122.02,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,2016-03-16 20:19:01,1,9016,41-50,Wednesday,March,20
41.73,31.0,56180.93,207.17,Realigned tangible collaboration,East Kevinbury,0,Singapore,2016-06-21 14:32:32,0,9017,31-40,Tuesday,June,14
81.75,19.0,58966.22,163.0,Stand-alone explicit orchestration,East Tiffanyport,0,Burundi,2016-07-13 07:41:42,0,9018,<20,Wednesday,July,7
41.73,28.0,61840.26,207.17,Sharable reciprocal project,New Michael,1,Croatia,2016-07-09 11:18:02,0,9019,21-30,Saturday,July,11
59.51,37.0,67132.46,181.02,Vision-oriented attitude-oriented Internet solution,Lake James,0,Belgium,2016-01-08 22:47:10,0,9020,31-40,Friday,January,22
87.35,42.0,60514.05,120.75,Innovative interactive portal,Lake Jennifer,1,Czech Republic,2016-04-06 11:24:21,1,9021,41-50,Wednesday,April,11
37.87,43.0,58342.63,122.31,Reverse-engineered maximized focus group,Yangside,0,Tunisia,2016-05-09 21:54:38,1,9022,41-50,Monday,May,21
36.37,43.0,51119.93,198.45,Multi-tiered multi-state moderator,Shelbyport,1,Turkey,2016-04-09 16:31:15,0,9023,41-50,Saturday,April,16
41.73,34.0,59785.94,204.22,Cloned explicit middleware,New Tinamouth,0,Brunei Darussalam,2016-04-27 04:28:17,1,9025,31-40,Wednesday,April,4
66.08,46.0,64021.55,215.18,Stand-alone encompassing throughput,West Chloeborough,0,Burundi,2016-01-07 21:21:50,0,9026,41-50,Thursday,January,21
55.6,39.0,51739.63,250.03,Intuitive exuding service-desk,Port Raymondfort,0,Bahrain,2016-01-03 07:13:53,0,9027,31-40,Sunday,January,7
62.42,29.0,69646.35,218.61,Synergized coherent interface,Taylorhaven,1,Israel,2016-02-09 05:28:18,0,9028,21-30,Tuesday,February,5
51.56,29.0,69646.35,191.82,Sharable reciprocal project,Wilsonburgh,0,Saint Helena,2016-06-12 21:21:53,0,9029,21-30,Sunday,June,21
59.51,30.0,33293.78,140.15,Total 5thgeneration standardization,Garciaside,0,Bahamas,2016-06-29 10:50:45,0,9030,21-30,Wednesday,June,10
55.6,39.0,65953.76,200.22,Organized global flexibility,New Brandy,1,Barbados,2016-07-21 10:01:50,0,9031,31-40,Thursday,July,10
39.36,42.0,58920.44,120.75,Innovative interactive portal,Lake Jennifer,1,Czech Republic,2016-04-06 11:24:21,1,9032,41-50,Wednesday,April,11
82.79,35.0,54429.17,109.07,Decentralized attitude-oriented interface,Hansenmouth,0,Saint Vincent and the Grenadines,2016-06-21 03:14:41,1,9033,31-40,Tuesday,June,3
46.61,34.0,60637.62,191.14,Operative full-range forecast,New Tinamouth,1,Equatorial Guinea,2016-04-16 05:24:33,1,9034,31-40,Saturday,April,5
66.08,33.0,61005.87,215.18,Diverse modular interface,Edwardmouth,1,Niger,2016-06-15 05:30:13,0,9035,31-40,Wednesday,June,5
66.08,55.0,62784.85,201.15,Progressive non-volatile neural-net,Burgessside,0,Turkey,2016-07-17 01:13:56,1,9036,51-60,Sunday,July,1
42.6,31.0,56180.93,207.17,Realigned tangible collaboration,Lake Brian,0,France,2016-07-15 05:05:14,0,9037,31-40,Friday,July,5
66.08,46.0,33951.63,253.48,Automated multi-state toolset,South Jaimeview,0,Brazil,2016-02-28 23:10:32,0,9038,41-50,Sunday,February,23
86.06,36.0,73882.91,178.92,Front-line bandwidth-monitored capacity,Brianabury,1,Senegal,2016-07-03 04:11:40,0,9039,31-40,Sunday,July,4
51.24,36.0,70592.81,140.46,Digitized contextually-based product,Harrishaven,1,Korea,2016-07-08 03:47:41,0,9040,31-40,Friday,July,3
63.36,26.0,35521.88,131.68,Business-focused responsive website,Shelbyport,1,French Guiana,2016-01-08 19:38:45,0,9041,21-30,Friday,January,19
35.33,29.0,53431.35,217.1,Customer-focused attitude-oriented instruction set,North Elizabeth,1,Uganda,2016-01-01 15:14:24,1,9042,21-30,Friday,January,15
74.06,31.0,56180.93,207.17,Optional full-range projection,New Michael,1,Hong Kong,2016-02-08 14:02:22,0,9043,31-40,Monday,February,14
81.75,52.0,33951.63,186.37,Synchronized multi-tasking ability,Penatown,1,Australia,2016-04-04 08:19:54,1,9044,51-60,Monday,April,8
66.4,34.0,59785.94,168.34,Cloned explicit middleware,North Isabellaville,1,Namibia,2016-03-11 00:05:48,0,9045,31-40,Friday,March,0
41.73,28.0,59677.64,207.17,Managed zero tolerance concept,Markhaven,1,Luxembourg,2016-04-08 22:40:55,0,9046,21-30,Friday,April,22
66.18,40.0,38067.08,117.3,Vision-oriented attitude-oriented Internet solution,Williamsport,0,Cayman Islands,2016-01-27 18:25:42,1,9047,31-40,Wednesday,January,18
56.39,29.0,69646.35,136.18,Programmable uniform website,Evansfurt,1,Israel,2016-06-12 21:21:53,0,9048,21-30,Sunday,June,21
44.78,22.0,61009.1,139.34,Customizable modular Internet solution,West Katiefurt,1,Eritrea,2016-02-28 06:41:44,0,9049,21-30,Sunday,February,6
76.77,36.0,70592.81,140.46,Digitized contextually-based product,North Derekville,0,Lao People's Democratic Republic,2016-01-03 07:13:53,0,9050,31-40,Sunday,January,7
53.92,49.0,51067.54,124.32,Streamlined homogeneous analyzer,West Brandonton,0,Netherlands,2016-02-05 16:50:58,1,9051,41-50,Friday,February,16
46.61,41.0,48335.2,137.24,Enhanced homogeneous moderator,West Lisa,0,Micronesia,2016-04-20 21:49:22,1,9052,41-50,Wednesday,April,21
53.68,29.0,72203.96,216.49,Front-line dynamic model,Joshuaburgh,1,Senegal,2016-05-03 16:02:50,0,9053,21-30,Tuesday,May,16
81.9,30.0,33293.78,228.81,Total 5thgeneration standardization,Lake Matthewland,0,Guinea,2016-05-12 20:57:10,1,9054,21-30,Thursday,May,20
55.6,32.0,55424.24,178.92,Focused upward-trending core,Lisafort,1,Turkmenistan,2016-06-09 21:43:05,0,9055,31-40,Thursday,June,21
65.59,39.0,50628.31,165.52,Enterprise-wide tangible model,West Angelabury,1,Hong Kong,2016-01-14 16:30:38,0,9056,31-40,Thursday,January,16
56.39,29.0,69646.35,200.71,Self-enabling local strategy,East Carlos,0,Burundi,2016-06-10 11:31:33,0,9057,21-30,Friday,June,11
89.05,43.0,57868.44,163.48,Reverse-engineered maximized focus group,Port Katelynview,0,Bangladesh,2016-04-17 21:39:11,1,9058,41-50,Sunday,April,21
71.84,39.0,38067.08,124.44,Phased hybrid superstructure,West Roytown,0,Algeria,2016-06-29 02:48:44,0,9059,31-40,Wednesday,June,2
83.69,49.0,40763.13,168.34,Streamlined homogeneous analyzer,Johnsontown,0,Samoa,2016-04-28 22:54:37,0,9060,41-50,Thursday,April,22
55.6,35.0,73889.99,236.87,Vision-oriented attitude-oriented Internet solution,Wrightburgh,0,Ukraine,2016-07-18 01:36:37,0,9061,31-40,Monday,July,1
72.55,36.0,76003.47,140.46,Multi-tiered stable leverage,North Randy,0,Liechtenstein,2016-02-03 07:59:16,1,9062,31-40,Wednesday,February,7
82.07,33.0,74535.94,125.27,Synchronized multi-tasking ability,East Carlos,0,Indonesia,2016-06-12 21:21:53,0,9063,31-40,Sunday,June,21
59.05,50.0,43974.49,123.13,Function-based context-sensitive secured line,Gilbertville,1,Palau,2016-03-20 08:22:50,1,9064,41-50,Sunday,March,8
80.47,48.0,57868.44,187.76,User-friendly grid-enabled analyzer,Hubbardmouth,1,Norway,2016-05-30 20:07:59,1,9065,41-50,Monday,May,20
72.97,26.0,31265.75,228.78,Persistent even-keeled application,Joneston,1,Bouvet Island (Bouvetoya),2016-01-08 19:38:45,0,9066,21-30,Friday,January,19
37.87,43.0,73538.09,167.86,Optimized upward-trending productivity,North Mercedes,1,Turkey,2016-04-03 21:13:46,1,9067,41-50,Sunday,April,21
49.21,43.0,52563.22,193.29,User-friendly upward-trending intranet,Lake Evantown,0,Cayman Islands,2016-01-03 05:34:33,1,9068,41-50,Sunday,January,5
88.04,44.0,50723.67,137.24,Exclusive even-keeled moratorium,New Travistown,0,Kuwait,2016-04-21 19:56:24,1,9069,41-50,Thursday,April,19
66.12,37.0,53058.91,217.37,Centralized logistical secured line,Port Beth,0,Cyprus,2016-04-07 20:34:42,0,9070,31-40,Thursday,April,20
71.84,39.0,65953.76,141.89,Configurable disintermediate throughput,North Regina,1,Netherlands Antilles,2016-01-23 17:39:06,0,9071,31-40,Saturday,January,17
38.37,32.0,55424.24,182.2,Up-sized 6thgeneration moratorium,Port Christina,0,Serbia,2016-06-09 21:43:05,1,9072,31-40,Thursday,June,21
81.75,19.0,58966.22,204.02,Customizable tangible hierarchy,West Connor,1,Vanuatu,2016-06-12 21:21:53,0,9073,<20,Sunday,June,21
33.33,45.0,59610.81,137.24,Enhanced homogeneous moderator,Wintersfort,1,Bosnia and Herzegovina,2016-03-05 12:03:41,1,9074,41-50,Saturday,March,12
41.73,31.0,59886.58,133.17,Optional full-range projection,West Terrifurt,1,Bosnia and Herzegovina,2016-07-11 09:32:53,1,9075,31-40,Monday,July,9
69.88,34.0,34191.23,160.03,Ameliorated exuding encryption,Jamesville,0,Turkmenistan,2016-03-11 00:05:48,0,9076,31-40,Friday,March,0
55.6,29.0,53431.35,158.56,Inverse discrete extranet,East Anthony,1,Algeria,2016-01-14 00:23:10,0,9077,21-30,Thursday,January,0
80.72,32.0,69481.85,172.83,Focused upward-trending core,Lisafort,1,Latvia,2016-06-09 21:43:05,0,9078,31-40,Thursday,June,21
44.4,30.0,57877.15,219.94,Front-line bandwidth-monitored capacity,Reyesfurt,1,Moldova,2016-06-29 10:50:45,0,9079,21-30,Wednesday,June,10
71.84,39.0,48335.2,124.44,Up-sized incremental encryption,New Rebecca,0,Belize,2016-01-03 16:01:40,1,9080,31-40,Sunday,January,16
70.39,40.0,69646.35,191.82,Proactive actuating Graphical User Interface,South Cynthiashire,1,Switzerland,2016-02-09 05:28:18,0,9081,31-40,Tuesday,February,5
55.6,24.0,52252.91,178.92,Realigned content-based leverage,Destinyfurt,1,Algeria,2016-03-03 22:31:16,0,9082,21-30,Thursday,March,22
79.52,41.0,57846.68,226.69,Function-based optimizing protocol,Garciatown,0,Qatar,2016-07-03 04:11:40,0,9083,41-50,Sunday,July,4
83.71,26.0,46033.73,131.68,Front-line zero-defect array,East Kevinbury,0,Madagascar,2016-07-09 11:18:02,0,9084,21-30,Saturday,July,11
70.39,36.0,44248.52,115.26,Operative stable moderator,Sandraland,1,Hungary,2016-07-08 03:47:41,0,9085,31-40,Friday,July,3
81.98,34.0,34191.23,203.84,Cloned explicit middleware,Kingshire,1,Equatorial Guinea,2016-03-11 00:05:48,0,9086,31-40,Friday,March,0
80.3,49.0,39031.89,195.69,Streamlined homogeneous analyzer,West Brandonton,1,Australia,2016-04-04 20:01:12,1,9087,41-50,Monday,April,20
59.22,40.0,53549.94,105.22,Cross-group non-volatile secured line,Jamesberg,1,Maldives,2016-03-11 00:05:48,0,9088,31-40,Friday,March,0
61.22,45.0,50723.67,150.8,Profound maximized workforce,Kristinfurt,0,Micronesia,2016-02-26 22:46:43,1,9089,41-50,Friday,February,22
80.03,33.0,60843.32,196.61,Synergized context-sensitive database,New Travistown,0,El Salvador,2016-06-25 04:21:33,1,9090,31-40,Saturday,June,4
66.12,28.0,53058.91,217.37,Inverse local hub,Reyesfurt,0,Ireland,2016-01-05 11:53:17,0,9091,21-30,Tuesday,January,11
89.05,40.0,41232.89,194.62,Profit-focused secondary portal,Port Katelynview,0,Uganda,2016-04-03 05:10:31,1,9092,31-40,Sunday,April,5
55.6,36.0,59240.24,140.46,Versatile transitional monitoring,New Rebecca,0,El Salvador,2016-01-03 16:01:40,1,9093,31-40,Sunday,January,16
68.88,23.0,25739.09,172.81,Future-proofed coherent budgetary management,Hubbardmouth,1,Czech Republic,2016-03-09 03:41:30,1,9094,21-30,Wednesday,March,3
66.79,40.0,37345.34,195.69,Sharable reciprocal project,Gomezport,1,Bolivia,2016-05-08 10:25:08,0,9095,31-40,Sunday,May,10
80.31,31.0,27262.51,207.17,Balanced empowering success,Lake Brian,0,Singapore,2016-06-21 14:32:32,0,9096,31-40,Tuesday,June,14
40.47,37.0,23936.86,214.42,Robust uniform framework,Garciatown,0,Burundi,2016-02-22 07:04:05,0,9097,31-40,Monday,February,7
45.08,37.0,67132.46,181.02,Exclusive systematic algorithm,Andersonfurt,0,Taiwan,2016-05-21 01:36:16,0,9098,31-40,Saturday,May,1
66.12,49.0,45632.51,195.69,Streamlined homogeneous analyzer,West Brandonton,0,Eritrea,2016-04-04 20:01:12,1,9099,41-50,Monday,April,20
65.59,39.0,48335.2,258.62,Business-focused background synergy,Westshire,0,Micronesia,2016-02-27 12:34:19,1,9100,31-40,Saturday,February,12
74.63,27.0,36884.23,168.92,Reverse-engineered well-modulated capability,Mataberg,1,Switzerland,2016-07-03 04:11:40,0,9101,21-30,Sunday,July,4
54.47,24.0,55424.24,182.2,Profound optimizing utilization,Chrismouth,1,Niger,2016-01-26 02:47:17,0,9102,21-30,Tuesday,January,2
41.73,31.0,27262.51,207.17,Horizontal heuristic support,Jamiefort,0,Czech Republic,2016-04-12 03:26:39,1,9103,31-40,Tuesday,April,3
65.65,30.0,57877.15,201.58,Front-line dynamic model,Bradleyside,1,Moldova,2016-06-29 10:50:45,0,9104,21-30,Wednesday,June,10
55.6,39.0,23936.86,181.02,Multi-channeled scalable moratorium,Westshire,0,Moldova,2016-05-08 22:24:27,1,9105,31-40,Sunday,May,22
82.07,38.0,57868.44,206.98,Synergized clear-thinking protocol,Stewartbury,1,Western Sahara,2016-03-11 06:49:10,1,9106,31-40,Friday,March,6
46.61,41.0,48335.2,137.24,Synergistic reciprocal attitude,Harmonhaven,0,Micronesia,2016-01-05 17:56:52,1,9107,41-50,Tuesday,January,17
68.18,28.0,70324.8,139.01,Intuitive exuding service-desk,Reyesfurt,0,Czech Republic,2016-01-23 17:39:06,1,9108,21-30,Saturday,January,17
81.75,19.0,79332.33,230.95,Synchronized multi-tasking ability,East Carlos,0,Eritrea,2016-06-12 21:21:53,0,9109,<20,Sunday,June,21
33.33,26.0,33951.63,228.78,User-friendly upward-trending intranet,Shelbyport,0,Senegal,2016-01-23 13:14:18,0,9110,21-30,Saturday,January,13
77.5,41.0,57846.68,146.8,Re-engineered non-volatile neural-net,Hubbardmouth,0,Micronesia,2016-05-19 14:30:17,1,9111,41-50,Thursday,May,14
85.62,25.0,55984.89,141.89,Organic next generation matrix,Nelsonfurt,1,Georgia,2016-03-18 13:00:12,0,9112,21-30,Friday,March,13
75.55,24.0,52252.91,182.2,Up-sized 6thgeneration moratorium,Lisafort,0,Algeria,2016-01-31 05:12:44,0,9113,21-30,Sunday,January,5
69.62,34.0,59785.94,168.34,Cloned explicit middleware,New Tinamouth,1,Norfolk Island,2016-03-11 00:05:48,1,9114,31-40,Friday,March,0
43.49,49.0,40763.13,195.69,Advanced 24/7 productivity,West Brandonton,1,Australia,2016-04-04 20:01:12,1,9115,41-50,Monday,April,20
42.04,49.0,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,0,Australia,2016-04-04 20:01:12,1,9116,41-50,Monday,April,20
74.07,27.0,56681.65,181.02,Front-line bandwidth-monitored capacity,Johnstad,0,French Guiana,2016-02-26 19:48:23,0,9117,21-30,Friday,February,19
74.07,39.0,57983.3,141.96,User-friendly client-server instruction set,West Angelabury,1,Albania,2016-04-08 22:40:55,0,9118,31-40,Friday,April,22
86.06,32.0,55424.24,172.83,Focused upward-trending core,Lisafort,0,Bahamas,2016-04-28 22:54:37,0,9119,31-40,Thursday,April,22
47.64,29.0,42760.22,153.76,Self-enabling local strategy,Angelhaven,0,United States of America,2016-06-18 17:56:32,1,9120,21-30,Saturday,June,17
73.72,35.0,73889.99,221.18,Secured secondary superstructure,West Wendyland,1,Ukraine,2016-01-26 02:47:17,0,9121,31-40,Tuesday,January,2
33.33,41.0,48335.2,211.83,Synergistic reciprocal attitude,Morganport,0,Qatar,2016-04-20 21:49:22,1,9122,41-50,Wednesday,April,21
84.73,26.0,63649.04,190.17,User-friendly upward-trending intranet,Shelbyport,0,Albania,2016-01-23 13:14:18,1,9123,21-30,Saturday,January,13
67.8,25.0,50671.6,241.03,Up-sized maximized model,Lake Rhondaburgh,1,American Samoa,2016-07-08 17:14:01,0,9124,21-30,Friday,July,17
84.45,28.0,27508.41,221.79,Organized global flexibility,West Joseph,1,Luxembourg,2016-04-21 19:56:24,0,9125,21-30,Thursday,April,19
80.3,39.0,38067.08,124.44,Robust holistic application,New Brandy,0,Peru,2016-04-05 08:18:45,1,9126,31-40,Tuesday,April,8
